Team,Abbr,FGA_Avg,FGM_Avg,FGA_Tot,FGM_Tot,2PA_Avg,2PM_Avg,2PA_Tot,2PM_Tot,3PA_Avg,3PM_Avg,3PA_Tot,3PM_Tot,FTA_Avg,FTM_Avg,FTA_Tot,FTM_Tot,ORB_Avg,DRB_Avg,ORB_Tot,DRB_Tot,AST_Avg,AST_Tot,TO_Avg,TO_Tot,STL_Avg,STL_Tot,BLK_Avg,BLK_Tot,PFD_Avg,PFD_Tot
belgrade bulls,BEL,61.4,26.0,491.0,208.0,34.0,17.3,272.0,138.0,27.4,8.8,219.0,70.0,12.5,5.9,100.0,47.0,8.4,28.1,67.0,225.0,16.0,128.0,9.6,77.0,7.1,57.0,0.8,6.0,16.4,131.0
