Team,Abbr,FGA_Avg,FGM_Avg,FGA_Tot,FGM_Tot,2PA_Avg,2PM_Avg,2PA_Tot,2PM_Tot,3PA_Avg,3PM_Avg,3PA_Tot,3PM_Tot,FTA_Avg,FTM_Avg,FTA_Tot,FTM_Tot,ORB_Avg,DRB_Avg,ORB_Tot,DRB_Tot,AST_Avg,AST_Tot,TO_Avg,TO_Tot,STL_Avg,STL_Tot,BLK_Avg,BLK_Tot,PFD_Avg,PFD_Tot
kk bricklayers,BRC,67.5,17.3,270.0,69.0,36.8,11.8,147.0,47.0,30.8,5.5,123.0,22.0,8.0,4.0,32.0,16.0,10.5,23.5,42.0,94.0,11.3,45.0,14.3,57.0,6.3,25.0,1.3,5.0,8.5,34.0
